scopus_id,title,authors,publication_name,cover_date,doi,keywords,abstract,citation_count,subject_areas,document_type
105009430421,Multistability and global attractivity for fractional-order spiking neural networks,Zhang S.,Applied Mathematics and Computation,2026-01-01,10.1016/j.amc.2025.129617,,,0,Article,Article
105007551929,Aspect-level sentiment analysis based on graph convolutional networks and interactive aggregate attention,Wu Y.,Computer Speech and Language,2026-01-01,10.1016/j.csl.2025.101819,,,0,Article,Article
105010313793,Design and application of flexible wearable sensors based on optical fibers,Hou Z.,Talanta,2026-01-01,10.1016/j.talanta.2025.128576,,,0,Review,Review
105008338768,Capacity estimation of Lithium-ion batteries through a Machine Learning approach,Barcellona S.,Mathematics and Computers in Simulation,2026-01-01,10.1016/j.matcom.2025.05.022,,,0,Article,Article
105009697187,Novel machine learning unlocks high lipid productivity and resolves trade-offs in algal biofuel production,Lopez A.M.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.123901,,,0,Article,Article
105009972431,Knowledge fusion in deep learning-based medical vision-language models: A review,Xu D.,Information Fusion,2026-01-01,10.1016/j.inffus.2025.103455,,,0,Article,Article
105009616099,Actively masked reasoning over knowledge graphs for fault diagnosis under insufficient information condition,Li X.,Expert Systems with Applications,2026-01-01,10.1016/j.eswa.2025.128854,,,0,Article,Article
105010190344,SPSNet: A spiking neural network with relation graphs for sleep stage classification based on polysomnography,Pan Y.,Biomedical Signal Processing and Control,2026-01-01,10.1016/j.bspc.2025.108227,,,0,Article,Article
105009605019,Ensuring secure conversational commerce: Anomaly detection in chatbot interactions,Kumar A.,Expert Systems with Applications,2026-01-01,10.1016/j.eswa.2025.128769,,,0,Article,Article
105009491561,"A novel hybrid photovoltaic current prediction model utilizing singular spectrum analysis, adaptive beluga whale optimization, and improved extreme learning machine",Ridha H.M.,Renewable Energy,2026-01-01,10.1016/j.renene.2025.123878,,,0,Article,Article
85193737259,Application of deep learning algorithms in classification and localization of implant cutout for the postoperative hip,Tan J.R.,Skeletal Radiology,2026-01-01,10.1007/s00256-024-04692-6,,,2,Article,Article
105009698355,Multi-Scale Data Fusion and AdaptiveLoss Kolmogorov–Arnold Network for multivariate time series forecasting,Liu J.,Information Fusion,2026-01-01,10.1016/j.inffus.2025.103454,,,0,Article,Article
105008547207,RFMSU: A multivariate symmetrical uncertainty-based random forest,García-Torres M.,Pattern Recognition,2026-01-01,10.1016/j.patcog.2025.111939,,,0,Article,Article
105009028007,"An optimized machine learning framework for prediction of coal abrasive index: Leveraging supervised learning, metaheuristic optimization, and interpretability analysis",Qi H.,Fuel,2026-01-01,10.1016/j.fuel.2025.136065,,,0,Article,Article
105010332622,Stroke prediction algorithm based on 3D convolutional neural network for CT scans in patients with atrial fibrillation,Hsu W.Y.,Biomedical Signal Processing and Control,2026-01-01,10.1016/j.bspc.2025.108338,,,0,Article,Article
105008509926,Stock investment selection via time series subpatterns and multi-relationship fusion,Shi Y.,Pattern Recognition,2026-01-01,10.1016/j.patcog.2025.111919,,,0,Article,Article
105009598983,Market dynamics and E-commerce satisfaction in China's aquatic food sector: Machine learning and data insights,Budhathoki M.,Aquaculture,2026-10-30,10.1016/j.aquaculture.2025.742904,,,0,Article,Article
105008955231,Enhanced deep OC-SORT with YOLOv8-seg for robust fry tracking and behavior analysis in aquaculture,Xi C.,Aquaculture,2026-10-30,10.1016/j.aquaculture.2025.742887,,,0,Article,Article
105010026022,Achieving superior corrosion resistance in HVAF-sprayed Fe-based amorphous alloy coatings through data-driven machine learning,Gao T.,Journal of Materials Science and Technology,2026-03-10,10.1016/j.jmst.2025.04.073,,,0,Article,Article
105009338490,Geometric feature-based machine learning-assisted exploration of ort-M2B2 structures for room-temperature hydrogen storage,Peng T.,Journal of Materials Science and Technology,2026-03-01,10.1016/j.jmst.2025.04.060,,,0,Article,Article
105009637201,A Hybrid Ensemble Framework for Smart Irrigation: Optimizing Water Management in Precision Agriculture,Bastam M.,International Journal of Engineering Transactions B Applications,2026-03-01,10.5829/ije.2026.39.03c.12,,,0,Article,Article
105010041444,An Improved IDS Method Using the Giza Pyramids in IoT Networks,Mehrabinejad A.,International Journal of Engineering Transactions B Applications,2026-03-01,10.5829/ije.2026.39.03c.18,,,0,Article,Article
105009642096,Determining the Endurance Limit of Oil and Gas Steels Based on Software-assisted Indentation Testing Results,Shchipachev A.M.,International Journal of Engineering Transactions B Applications,2026-03-01,10.5829/ije.2026.39.03c.09,,,0,Article,Article
105007519589,Artificial neural network based stamping process design for three-point bending,Alhalaybeh T.S.,Acta Mechanica Sinica Lixue Xuebao,2026-03-01,10.1007/s10409-025-24895-x,,,0,Article,Article
105008432526,Machine learning-assisted prediction and optimization of electrocatalytic activity,Song H.,Journal of Materials Science and Technology,2026-02-20,10.1016/j.jmst.2025.04.050,,,0,Review,Review
105008209484,A machine learning strategy to achieve dual-synchronous property improvement of aviation Al-Cu-Mg alloy,Hu H.,Journal of Materials Science and Technology,2026-02-10,10.1016/j.jmst.2025.04.036,,,0,Article,Article
105008943002,Effects of Guilu Erxian Glue on gut microbiota in rats with knee osteoarthritis: machine learning and 16S rDNA analysis,Gu F.,Chinese Journal of Tissue Engineering Research,2026-02-08,10.12307/2025.933,,,0,Article,Article
105008779739,Examination of Machine Learning Algorithms in Diagnosis of Neurological and Mental Diseases,Hamidi H.,International Journal of Engineering Transactions B Applications,2026-02-01,10.5829/ije.2026.39.02b.14,,,0,Review,Review
105009591466,Machine learning to discover discrete fractional chaotic models,Wu G.C.,Journal of Computational and Applied Mathematics,2026-02-01,10.1016/j.cam.2025.116869,,,0,Article,Article
105008794669,Early breast cancer prediction using optimized machine learning and tumor-immune modeling,Okundalaye O.O.,Journal of Computational and Applied Mathematics,2026-02-01,10.1016/j.cam.2025.116875,,,0,Article,Article
105008792567,Integrated dynamic scheduling method for hybrid flow shop with machine preventive maintenance based on cooperative multi-agent deep reinforcement learning,Liu S.,Robotics and Computer Integrated Manufacturing,2026-02-01,10.1016/j.rcim.2025.103085,,,0,Article,Article
105009102152,Leveraging pre-trained models for kernel machines,Chen Y.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.111961,,,0,Article,Article
105008517999,Machine learning to manage retrial queueing system M/G/1/N under F-policy with discouraged customers and fuzzy costs and its implementation in medical centers,Sanga S.S.,Journal of Computational and Applied Mathematics,2026-02-01,10.1016/j.cam.2025.116843,,,0,Article,Article
105009381319,Structure anchor graph learning for multi-view clustering,Guo W.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.111880,,,0,Article,Article
105009611380,MDGP-forest: A novel deep forest for multi-class imbalanced learning based on multi-class disassembly and feature construction enhanced by genetic programming,Lin Z.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112070,,,0,Article,Article
105009295596,Domain-invariant representation learning via SAM for blood cell classification,Li Y.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112000,,,0,Article,Article
105010142281,Enhancing robustness and efficiency of least square twin SVM via granular computing,Tanveer M.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112021,,,0,Article,Article
105009633655,From words to growth: Unveiling government attention to tourism from natural language processing,Yang L.,Tourism Management,2026-02-01,10.1016/j.tourman.2025.105264,,,0,Article,Article
105009135630,Learning embedded label-specific features for partial multi-label learning,Xu X.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112005,,,0,Article,Article
105007544984,Uncertainty-aware multi-objective optimization for high work output and low hysteresis in TiNiCuHfCo shape memory alloys,Wang Y.,Journal of Materials Science and Technology,2026-02-01,10.1016/j.jmst.2025.03.095,,,0,Article,Article
105007620255,Empowering natural human–robot collaboration through multimodal language models and spatial intelligence: Pathways and perspectives,Wu D.,Robotics and Computer Integrated Manufacturing,2026-02-01,10.1016/j.rcim.2025.103064,,,0,Review,Review
105009722690,ST-KeyS: Self-supervised Transformer for Keyword Spotting in historical handwritten documents,Khamekhem Jemni S.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112036,,,0,Article,Article
105008792488,Supervised incremental feature selection using regularization vector for dynamic multi-scale interval valued datasets,Feng Z.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.111985,,,0,Article,Article
105010487795,Fully test-time rPPG estimation via synthetic signal-guided feature learning,Huang P.K.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112102,,,0,Article,Article
105010156189,TPFS: A three-phase heuristic feature selection algorithm for large-scale sample datasets,Su H.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112084,,,0,Article,Article
105008154378,A green and efficient disassembly line balancing with human-robot collaboration and destructive disassembly,Zhang W.,Robotics and Computer Integrated Manufacturing,2026-02-01,10.1016/j.rcim.2025.103081,,,0,Article,Article
105009971270,"Enhancing industrial human action recognition framework integrating skeleton data acquisition, data repair and optimized graph convolutional networks",Liu B.,Robotics and Computer Integrated Manufacturing,2026-02-01,10.1016/j.rcim.2025.103089,,,0,Article,Article
105006880227,Machine learning-based interatomic potential for simulating irradiation damage mechanisms in ZrC,Ding C.j.,Journal of Materials Science and Technology,2026-01-20,10.1016/j.jmst.2025.02.098,,,0,Article,Article
105009720745,Prediction and optimization of coal ash flow temperature using machine learning approaches,Liu X.,Fuel,2026-01-15,10.1016/j.fuel.2025.136115,,,0,Article,Article
105009728623,Fast predictions of plasma-assisted NH3/air combustion based on model downscaling and machine learning coupled with kinetics mechanism,Cao R.,Fuel,2026-01-15,10.1016/j.fuel.2025.136176,,,0,Article,Article
105010108583,Machine learning and SHapley Additive exPlanations to predict product characteristics from coal and plastic co-pyrolysis,Weng J.,Fuel,2026-01-15,10.1016/j.fuel.2025.136238,,,0,Article,Article
105010003481,Development and validation of interpretable machine learning models for photovoltaic panel temperature prediction,Ren B.,Expert Systems with Applications,2026-01-15,10.1016/j.eswa.2025.128952,,,0,Article,Article
105009854965,Machine learning–accelerated discovery of novel high‑entropy spinel oxide cathodes for solid oxide fuel cells,Ma B.,Fuel,2026-01-15,10.1016/j.fuel.2025.136190,,,0,Article,Article
105009798541,Interpretable machine learning for predicting and evaluating hydrogen production from supercritical water gasification of coal,Tian J.,Fuel,2026-01-15,10.1016/j.fuel.2025.136173,,,0,Article,Article
105010414715,Exploratory analysis and prognostication of multimorbidity trajectories in middle-aged and elderly populations: A machine learning approach,Yao L.,Expert Systems with Applications,2026-01-15,10.1016/j.eswa.2025.128979,,,0,Article,Article
105008330878,A novel softmax method for solving second Benney-Luke equation,Tuan N.M.,Journal of Computational and Applied Mathematics,2026-01-15,10.1016/j.cam.2025.116791,,,0,Article,Article
105010428604,iHQGAN: A lightweight invertible hybrid quantum-classical generative adversarial networks for unsupervised image-to-image translation,Yang X.,Expert Systems with Applications,2026-01-15,10.1016/j.eswa.2025.128865,,,0,Article,Article
105010331376,A modified domain adversarial approach based on model and data-driven for bearing fault diagnosis,Zhang N.,Expert Systems with Applications,2026-01-15,10.1016/j.eswa.2025.128970,,,0,Article,Article
105006660141,Adsorption behavior and surface modification of metal atoms on AlGaN surfaces with multiple configurations: First principle calculation assisted by machine learning,Wu X.,Journal of Materials Science and Technology,2026-01-10,10.1016/j.jmst.2025.03.074,,,0,Article,Article
105009977731,Optimizing super-feature selection for machine learning-enhanced spectroscopic analysis in biomedical research,Zhong J.,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,2026-01-05,10.1016/j.saa.2025.126639,,,0,Article,Article
105010000363,Detection of bone infections using Vis-NIR and SWIR hyperspectral imaging coupled with machine learning,Kampik L.,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,2026-01-05,10.1016/j.saa.2025.126652,,,0,Article,Article
105009831701,Machine learning-assisted SERS-based dual-aptamer biosensor for ultrasensitive clinical screening of breast cancer,Xia H.,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,2026-01-05,10.1016/j.saa.2025.126640,,,0,Article,Article
105008997268,Reinforcement Learning-driven Mechanism Study Of Ecological Compensation To Suppress Carbon Lock-in,Zhou Y.,Journal of Applied Science and Engineering,2026-06-15,10.6180/jase.202602_29(2).0006,,,0,Article,Article
105009642923,Deep Learning- based Smart Traffic Prediction for Enhanced Quality of Service in Software-defined Networking,Mahdi A.,International Journal of Engineering Transactions B Applications,2026-03-01,10.5829/ije.2026.39.03c.14,,,0,Article,Article
105009983667,Automatic body temperature detection of group-housed piglets based on infrared and visible image fusion,Cuan K.,Artificial Intelligence in Agriculture,2026-03-01,10.1016/j.aiia.2025.06.008,,,0,Article,Article
105009425978,A survey on image compressive sensing: From classical theory to the latest explicable deep learning,Zhao L.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112022,,,0,Review,Review
105009881724,IDEAL: Independent domain embedding augmentation learning,Yang Z.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112024,,,0,Article,Article
105010469931,Hybrid training of deep neural networks with multiple output layers for tabular data classification,Hamdy M.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112035,,,0,Article,Article
105009874484,Boosting zero-shot learning through neuro-symbolic integration,Manigrasso F.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.111869,,,0,Article,Article
105009504766,Unbalanced episode meta-learning with Bi-Sparse contrastive network for hyperspectral target detection,Liu Q.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112030,,,0,Article,Article
105009427038,A modeling and adaptive evolution method for simulation parameters of digital twin shop floor,Zhang L.,Robotics and Computer Integrated Manufacturing,2026-02-01,10.1016/j.rcim.2025.103090,,,0,Article,Article
105009035359,SpIRL: Spatially-aware image representation learning under the supervision of relative position descriptors,Servant L.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112013,,,0,Article,Article
105009426811,Deep matrix factorization with adaptive weights for multi-view clustering,Khalafaoui Y.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112027,,,0,Article,Article
105010486868,Bayesian forward regularization replacing Ridge in online randomized neural network with multiple output layers,Wang J.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.111886,,,0,Article,Article
105006983370,A Novel Approach for Accurate Wind Speed Time Series Forecasting Using ICEEMDAN Decomposition and Sample Entropy through Integration of Deep Learning Models,Mezaache H.,International Journal of Engineering Transactions B Applications,2026-02-01,10.5829/ije.2026.39.02b.03,,,0,Article,Article
105010313143,PhysicsSolver: Transformer-enhanced Physics-Informed Neural Networks for forward and forecasting problems in partial differential equations,Zhu Z.,Journal of Computational and Applied Mathematics,2026-02-01,10.1016/j.cam.2025.116900,,,0,Article,Article
105008899827,Graph pre-trained framework with spatio-temporal importance masking and fine-grained optimizing for neural decoding,Li Z.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112006,,,0,Article,Article
105010206108,MHAN: Multi-head hybrid attention network for facial expression recognition,Wang X.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.112015,,,0,Article,Article
105008008355,"Coating defect detection in intelligent manufacturing: Advances, challenges, and future trends",Zi B.,Robotics and Computer Integrated Manufacturing,2026-02-01,10.1016/j.rcim.2025.103079,,,0,Review,Review
105008931498,Hypergraph-driven landmark detection foundation model on echocardiography for cardiac function quantification,Dong S.,Pattern Recognition,2026-02-01,10.1016/j.patcog.2025.111927,,,0,Article,Article
